Location,Date collected,Month.code,Time collected (h),Quadrat identifier,Length mm,Growth bands,Shell erosion (mm),Notes
Folly Beach County Park (side B),9/16/2016,September,,9i,99.4,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,105.9,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,102.9,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,86.9,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,108.2,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,114.2,,,
Folly Beach County Park (side B),9/16/2016,September,,9i,8.5,0,,
Folly Beach County Park (side B),9/16/2016,September,,9i,8.2,0,,
Folly Beach County Park (side B),9/16/2016,September,,9i,8.3,0,,
Folly Beach County Park (side B),9/16/2016,September,,9i,23.7,1,,
Folly Beach County Park (side B),9/16/2016,September,,9i,117.8,13,,
Folly Beach County Park (side B),9/16/2016,September,,9i,105.6,9,,
Folly Beach County Park (side B),9/16/2016,September,,9i,97.3,6,,
Folly Beach County Park (side B),9/16/2016,September,,9i,93.7,3,,
Folly Beach County Park (side B),9/16/2016,September,,9i,99.4,3,28,
Folly Beach County Park (side B),9/16/2016,September,,9i,103.8,1,,
Folly Beach County Park (side B),9/16/2016,September,,9j,32,1,,
Folly Beach County Park (side B),9/16/2016,September,,9j,96.3,6,,
Folly Beach County Park (side B),9/16/2016,September,,9j,100.9,9,,
Folly Beach County Park (side B),9/16/2016,September,,9j,83.6,3,,
Folly Beach County Park (side B),9/16/2016,September,,9j,103.4,7,,
Folly Beach County Park (side B),9/16/2016,September,,9j,125,14,45.5,Difficult to age
Folly Beach County Park (side B),9/16/2016,September,,9j,101.1,12,,
Folly Beach County Park (side B),9/16/2016,September,,9j,83.7,4,,
Folly Beach County Park (side B),9/16/2016,September,,9j,92.4,3,,
Folly Beach County Park (side B),9/16/2016,September,,9j,95.2,8,,
Folly Beach County Park (side B),10/24/2016,October,,10a,88.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,108.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,84.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,88.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,102.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,9.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,26.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,9.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,47.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,113.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,80.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,88.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,82,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,108.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,80.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,102,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,90.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,96.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,100.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,84,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,72.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,89,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,89.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,93.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,97.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,88.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,95.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,103.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,98.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,84.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,102,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,93.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,74.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,88.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10a,108.3,11,23,
Folly Beach County Park (side B),10/24/2016,October,,10a,95.6,7,,
Folly Beach County Park (side B),10/24/2016,October,,10a,97.2,8,,
Folly Beach County Park (side B),10/24/2016,October,,10a,92.2,6,,
Folly Beach County Park (side B),10/24/2016,October,,10a,90,5,,
Folly Beach County Park (side B),10/24/2016,October,,10a,100.7,10,37.5,
Folly Beach County Park (side B),10/24/2016,October,,10a,90.9,10,,
Folly Beach County Park (side B),10/24/2016,October,,10a,75.2,5,,
Folly Beach County Park (side B),10/24/2016,October,,10a,77.6,6,,
Folly Beach County Park (side B),10/24/2016,October,,10a,56,2,,
Folly Beach County Park (side B),10/24/2016,October,,10b,101.9,11,,
Folly Beach County Park (side B),10/24/2016,October,,10b,97.2,10,51,
Folly Beach County Park (side B),10/24/2016,October,,10b,106.1,11,37,
Folly Beach County Park (side B),10/24/2016,October,,10b,98.8,8,36.5,
Folly Beach County Park (side B),10/24/2016,October,,10b,89.4,4,,
Folly Beach County Park (side B),10/24/2016,October,,10b,89.2,4,,
Folly Beach County Park (side B),10/24/2016,October,,10b,89.1,7,,
Folly Beach County Park (side B),10/24/2016,October,,10c,86.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,24.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,109.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,106.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,94.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,99,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,102.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,87.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,95.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,93.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,95.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,113.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,93.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,89.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,94.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,86.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,86.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,88.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,88.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,90.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,104,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,108.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,92.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,81.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,93,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,98.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10c,85.3,7,,
Folly Beach County Park (side B),10/24/2016,October,,10c,92.8,8,,
Folly Beach County Park (side B),10/24/2016,October,,10c,105,9,25,
Folly Beach County Park (side B),10/24/2016,October,,10c,89.6,5,,
Folly Beach County Park (side B),10/24/2016,October,,10c,87.5,5,,
Folly Beach County Park (side B),10/24/2016,October,,10c,88.7,5,,
Folly Beach County Park (side B),10/24/2016,October,,10c,80.1,3,,
Folly Beach County Park (side B),10/24/2016,October,,10c,90,10,,
Folly Beach County Park (side B),10/24/2016,October,,10c,84.4,9,,
Folly Beach County Park (side B),10/24/2016,October,,10c,82.8,3,,
Folly Beach County Park (side B),10/24/2016,October,,10d,96.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,98.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,102.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,96.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,89.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,96.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,99.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,100.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,83.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,100.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,81.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,89.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,96.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,38.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,90.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,75.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,87.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,93.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,97.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,84.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,90.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10d,91.7,5,,
Folly Beach County Park (side B),10/24/2016,October,,10d,99.1,9,,
Folly Beach County Park (side B),10/24/2016,October,,10d,74.9,3,,
Folly Beach County Park (side B),10/24/2016,October,,10d,97,11,17.5,
Folly Beach County Park (side B),10/24/2016,October,,10d,102.4,14,,Difficult
Folly Beach County Park (side B),10/24/2016,October,,10d,90.3,8,,
Folly Beach County Park (side B),10/24/2016,October,,10d,83.8,5,,
Folly Beach County Park (side B),10/24/2016,October,,10d,57.2,2,,
Folly Beach County Park (side B),10/24/2016,October,,10d,49,2,,
Folly Beach County Park (side B),10/24/2016,October,,10e,41.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,102.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,98.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,102.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,92.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,98.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,103.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10e,34.2,1,,
Folly Beach County Park (side B),10/24/2016,October,,10e,93.4,8,,
Folly Beach County Park (side B),10/24/2016,October,,10e,98,11,38.5,
Folly Beach County Park (side B),10/24/2016,October,,10e,101,7,,
Folly Beach County Park (side B),10/24/2016,October,,10e,82,3,,
Folly Beach County Park (side B),10/24/2016,October,,10e,101.7,8,,
Folly Beach County Park (side B),10/24/2016,October,,10e,94.9,7,,
Folly Beach County Park (side B),10/24/2016,October,,10e,97,6,,
Folly Beach County Park (side B),10/24/2016,October,,10e,90.3,5,,
Folly Beach County Park (side B),10/24/2016,October,,10e,77.8,2,,
Folly Beach County Park (side B),10/24/2016,October,,10f,102.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,105.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,94.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,81.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,93.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,97.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,110.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,94.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,58.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,28.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,18.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,13.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,12.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,33.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,20.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,91.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,93.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10f,89.3,6,,
Folly Beach County Park (side B),10/24/2016,October,,10f,101.7,12,,
Folly Beach County Park (side B),10/24/2016,October,,10f,87.5,7,,
Folly Beach County Park (side B),10/24/2016,October,,10f,88.8,7,,
Folly Beach County Park (side B),10/24/2016,October,,10f,96.4,9,20,
Folly Beach County Park (side B),10/24/2016,October,,10f,93.3,7,,
Folly Beach County Park (side B),10/24/2016,October,,10f,94.3,7,,
Folly Beach County Park (side B),10/24/2016,October,,10f,94.2,10,,
Folly Beach County Park (side B),10/24/2016,October,,10f,92.5,9,,
Folly Beach County Park (side B),10/24/2016,October,,10f,80.5,8,,
Folly Beach County Park (side B),10/24/2016,October,,10g,83.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,93,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,32.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,22.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,113.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,95.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,95.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,105.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,91.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,109.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,114,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,107.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,108.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,90.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,105.9,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,104,,,
Folly Beach County Park (side B),10/24/2016,October,,10g,6.8,0,,
Folly Beach County Park (side B),10/24/2016,October,,10g,115.4,14,25,
Folly Beach County Park (side B),10/24/2016,October,,10g,115.8,15,17,
Folly Beach County Park (side B),10/24/2016,October,,10g,111.8,13,,
Folly Beach County Park (side B),10/24/2016,October,,10g,97.7,9,,
Folly Beach County Park (side B),10/24/2016,October,,10g,100.9,9,,
Folly Beach County Park (side B),10/24/2016,October,,10g,97.6,6,,
Folly Beach County Park (side B),10/24/2016,October,,10g,90.6,7,,
Folly Beach County Park (side B),10/24/2016,October,,10g,89.7,6,,
Folly Beach County Park (side B),10/24/2016,October,,10g,59.9,2,,
Folly Beach County Park (side B),10/24/2016,October,,10h,109,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,82.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,98.6,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,88,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,85.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,8.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,16.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10h,107,11,27.5,
Folly Beach County Park (side B),10/24/2016,October,,10h,104.7,10,33,
Folly Beach County Park (side B),10/24/2016,October,,10h,110.7,10,29,
Folly Beach County Park (side B),10/24/2016,October,,10h,101.2,9,,
Folly Beach County Park (side B),10/24/2016,October,,10h,99.9,7,,
Folly Beach County Park (side B),10/24/2016,October,,10h,85.8,4,,
Folly Beach County Park (side B),10/24/2016,October,,10h,91.1,5,,
Folly Beach County Park (side B),10/24/2016,October,,10h,83.2,4,,
Folly Beach County Park (side B),10/24/2016,October,,10h,95.7,6,,
Folly Beach County Park (side B),10/24/2016,October,,10h,40.3,1,,
Folly Beach County Park (side B),10/24/2016,October,,10i,114.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,74.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,90.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,98,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,7.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,10.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,103.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,86.1,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,92.2,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,106.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,88.5,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,103.7,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,97.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,102.3,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,128.7,,,Biggest?
Folly Beach County Park (side B),10/24/2016,October,,10i,99.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,104.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,94.8,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,78.4,,,
Folly Beach County Park (side B),10/24/2016,October,,10i,27,0,,
Folly Beach County Park (side B),10/24/2016,October,,10i,12.3,0,,
Folly Beach County Park (side B),10/24/2016,October,,10i,6.8,0,,
Folly Beach County Park (side B),10/24/2016,October,,10i,121.2,13,48,
Folly Beach County Park (side B),10/24/2016,October,,10i,103.7,7,,
Folly Beach County Park (side B),10/24/2016,October,,10i,98.3,15,31.5,
Folly Beach County Park (side B),10/24/2016,October,,10i,88,6,,
Folly Beach County Park (side B),10/24/2016,October,,10i,68.5,2,,
Folly Beach County Park (side B),10/24/2016,October,,10i,68.7,2,,
Folly Beach County Park (side B),10/24/2016,October,,10j,97.6,12,,
Folly Beach County Park (side B),10/24/2016,October,,10j,91.7,5,,
Folly Beach County Park (side B),10/24/2016,October,,10j,90,5,,
Folly Beach County Park (side B),10/24/2016,October,,10j,116.1,12,30.5,
Folly Beach County Park (side B),10/24/2016,October,,10j,92.8,5,,
Folly Beach County Park (side B),10/24/2016,October,,10j,92.4,8,,
Folly Beach County Park (side B),11/9/2016,November,,11a,96,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,86.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,101,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,84.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,92.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,89.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11a,52.8,2,,
Folly Beach County Park (side B),11/9/2016,November,,11a,91.1,9,18.5,
Folly Beach County Park (side B),11/9/2016,November,,11a,89.5,9,18.5,
Folly Beach County Park (side B),11/9/2016,November,,11a,87.2,5,,
Folly Beach County Park (side B),11/9/2016,November,,11a,84.2,5,,
Folly Beach County Park (side B),11/9/2016,November,,11a,81.6,4,,
Folly Beach County Park (side B),11/9/2016,November,,11a,85.3,4,,
Folly Beach County Park (side B),11/9/2016,November,,11a,73.9,3,,
Folly Beach County Park (side B),11/9/2016,November,,11a,78,3,,
Folly Beach County Park (side B),11/9/2016,November,,11a,51.4,2,,
Folly Beach County Park (side B),11/9/2016,November,,11b,86.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,92.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,85.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,91.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,95.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,95,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,78.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,75.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11b,96.2,11,28,
Folly Beach County Park (side B),11/9/2016,November,,11b,93.7,10,,
Folly Beach County Park (side B),11/9/2016,November,,11b,94.1,8,23,
Folly Beach County Park (side B),11/9/2016,November,,11b,89,6,,
Folly Beach County Park (side B),11/9/2016,November,,11b,83.7,5,,
Folly Beach County Park (side B),11/9/2016,November,,11b,74.5,3,,
Folly Beach County Park (side B),11/9/2016,November,,11b,71.4,4,,
Folly Beach County Park (side B),11/9/2016,November,,11b,64.5,2,,
Folly Beach County Park (side B),11/9/2016,November,,11b,41.4,1,,
Folly Beach County Park (side B),11/9/2016,November,,11c,95.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,89.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,108.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,97.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,98,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,101.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,84.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,79.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,80.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,62.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,79.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,47.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,22.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,16.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,4.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11c,90.7,7,,
Folly Beach County Park (side B),11/9/2016,November,,11c,99.2,8,,
Folly Beach County Park (side B),11/9/2016,November,,11c,93.4,11,21,
Folly Beach County Park (side B),11/9/2016,November,,11c,87,6,,
Folly Beach County Park (side B),11/9/2016,November,,11c,79,4,,
Folly Beach County Park (side B),11/9/2016,November,,11c,80.5,3,,
Folly Beach County Park (side B),11/9/2016,November,,11c,68.3,2,,
Folly Beach County Park (side B),11/9/2016,November,,11c,68.3,2,,
Folly Beach County Park (side B),11/9/2016,November,,11c,61.8,2,,
Folly Beach County Park (side B),11/9/2016,November,,11c,49.3,1,,
Folly Beach County Park (side B),11/9/2016,November,,11d,10.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,8.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,10.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,90,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,93.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,98.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,108.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,98,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,105.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,94.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,93.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,85.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,107,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,110.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,109.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11d,98.7,10,,
Folly Beach County Park (side B),11/9/2016,November,,11d,107.7,12,,
Folly Beach County Park (side B),11/9/2016,November,,11d,87,4,,
Folly Beach County Park (side B),11/9/2016,November,,11d,92.8,5,,
Folly Beach County Park (side B),11/9/2016,November,,11d,101.5,10,,
Folly Beach County Park (side B),11/9/2016,November,,11d,83.2,5,,
Folly Beach County Park (side B),11/9/2016,November,,11d,88.5,4,,
Folly Beach County Park (side B),11/9/2016,November,,11d,86.1,5,,
Folly Beach County Park (side B),11/9/2016,November,,11d,68.9,2,,
Folly Beach County Park (side B),11/9/2016,November,,11d,29.3,0,,
Folly Beach County Park (side B),11/9/2016,November,,11e,15.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,47.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,98.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,92.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,90.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,99.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,86.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,88.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,91.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,92.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,101.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,92.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,100.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,97.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,111.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11e,97.1,8,,
Folly Beach County Park (side B),11/9/2016,November,,11e,99.5,9,,Difficult to age
Folly Beach County Park (side B),11/9/2016,November,,11e,115.3,13,34,
Folly Beach County Park (side B),11/9/2016,November,,11e,97.6,12,,
Folly Beach County Park (side B),11/9/2016,November,,11e,95.4,7,,
Folly Beach County Park (side B),11/9/2016,November,,11e,100.5,9,,
Folly Beach County Park (side B),11/9/2016,November,,11e,94.7,11,14,
Folly Beach County Park (side B),11/9/2016,November,,11e,94.6,11,,
Folly Beach County Park (side B),11/9/2016,November,,11e,90.3,7,,
Folly Beach County Park (side B),11/9/2016,November,,11e,55,2,,
Folly Beach County Park (side B),11/9/2016,November,,11f,44.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,40,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,11.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,13.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,50.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,109.7,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,109.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,117.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,116.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,118.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,96.4,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,92.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,93.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,86.4,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,94.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,99.5,8,,
Folly Beach County Park (side B),11/9/2016,November,,11f,23.8,1,,
Folly Beach County Park (side B),11/9/2016,November,,11f,108,9,,
Folly Beach County Park (side B),11/9/2016,November,,11f,101.9,9,,
Folly Beach County Park (side B),11/9/2016,November,,11f,110.4,13,24.5,
Folly Beach County Park (side B),11/9/2016,November,,11f,106.5,9,,
Folly Beach County Park (side B),11/9/2016,November,,11f,100.9,8,,
Folly Beach County Park (side B),11/9/2016,November,,11f,107.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11f,100.9,13,33,
Folly Beach County Park (side B),11/9/2016,November,,11f,100.5,11,,
Folly Beach County Park (side B),11/9/2016,November,,11f,96.6,9,,
Folly Beach County Park (side B),11/9/2016,November,,11g,101.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11g,111.5,,,
Folly Beach County Park (side B),11/9/2016,November,,11g,121,,,
Folly Beach County Park (side B),11/9/2016,November,,11g,67.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11g,104.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11g,108.1,12,,
Folly Beach County Park (side B),11/9/2016,November,,11g,104.8,5,,
Folly Beach County Park (side B),11/9/2016,November,,11g,112.7,14,35.5,
Folly Beach County Park (side B),11/9/2016,November,,11g,114.6,15,,
Folly Beach County Park (side B),11/9/2016,November,,11g,100.8,7,,
Folly Beach County Park (side B),11/9/2016,November,,11g,105.1,8,,
Folly Beach County Park (side B),11/9/2016,November,,11g,97.6,7,,
Folly Beach County Park (side B),11/9/2016,November,,11g,90.1,3,,
Folly Beach County Park (side B),11/9/2016,November,,11g,79.1,3,,
Folly Beach County Park (side B),11/9/2016,November,,11g,51.4,2,,
Folly Beach County Park (side B),11/9/2016,November,,11h,115.4,,,
Folly Beach County Park (side B),11/9/2016,November,,11h,101.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11h,114.1,,,
Folly Beach County Park (side B),11/9/2016,November,,11h,117,,,
