Location,Date collected,Month.code,Time collected (h),Quadrat identifier,Length mm,Growth bands,Shell erosion (mm),Notes
Folly Beach County Park (side B),2/21/2017,February,,2e,104.7,13,31,
Folly Beach County Park (side B),2/21/2017,February,,2e,89.1,5,,
Folly Beach County Park (side B),2/21/2017,February,,2e,96.5,10,18,
Folly Beach County Park (side B),2/21/2017,February,,2e,82.8,3,21,
Folly Beach County Park (side B),3/24/2017,March,,3a,106.4,,,
Folly Beach County Park (side B),3/24/2017,March,,3a,88.4,,,
Folly Beach County Park (side B),3/24/2017,March,,3a,88.3,,,
Folly Beach County Park (side B),3/24/2017,March,,3a,93.4,,,
Folly Beach County Park (side B),3/24/2017,March,,3a,94,,,
Folly Beach County Park (side B),3/24/2017,March,,3a,94.7,5,24,
Folly Beach County Park (side B),3/24/2017,March,,3a,97.6,7,19,
Folly Beach County Park (side B),3/24/2017,March,,3a,82.3,4,21,
Folly Beach County Park (side B),3/24/2017,March,,3a,92.9,7,,
Folly Beach County Park (side B),3/24/2017,March,,3a,88.4,6,,
Folly Beach County Park (side B),3/24/2017,March,,3a,80,4,,
Folly Beach County Park (side B),3/24/2017,March,,3a,83.1,5,,
Folly Beach County Park (side B),3/24/2017,March,,3a,55.6,1,,
Folly Beach County Park (side B),3/24/2017,March,,3a,42.2,1,,
Folly Beach County Park (side B),3/24/2017,March,,3b,87.9,,,
Folly Beach County Park (side B),3/24/2017,March,,3b,91,,,
Folly Beach County Park (side B),3/24/2017,March,,3b,51.2,,,
Folly Beach County Park (side B),3/24/2017,March,,3b,90.1,5,17,
Folly Beach County Park (side B),3/24/2017,March,,3b,103.4,11,,
Folly Beach County Park (side B),3/24/2017,March,,3b,49.1,2,,
Folly Beach County Park (side B),3/24/2017,March,,3b,77.3,3,,
Folly Beach County Park (side B),3/24/2017,March,,3b,106.9,16,30.5,
Folly Beach County Park (side B),3/24/2017,March,,3b,103.5,13,25,
Folly Beach County Park (side B),3/24/2017,March,,3b,84,4,,
Folly Beach County Park (side B),3/24/2017,March,,3b,12.4,1,,
Folly Beach County Park (side B),3/24/2017,March,,3b,93.3,6,,
Folly Beach County Park (side B),3/24/2017,March,,3b,54.2,2,,
Folly Beach County Park (side B),3/24/2017,March,,3c,21.8,,,
Folly Beach County Park (side B),3/24/2017,March,,3c,89.6,,,
Folly Beach County Park (side B),3/24/2017,March,,3c,107.6,,,
Folly Beach County Park (side B),3/24/2017,March,,3c,104.6,,,
Folly Beach County Park (side B),3/24/2017,March,,3c,104.1,,,
Folly Beach County Park (side B),3/24/2017,March,,3c,97.8,11,15.5,
Folly Beach County Park (side B),3/24/2017,March,,3c,80.6,5,,
Folly Beach County Park (side B),3/24/2017,March,,3c,70.3,3,,
Folly Beach County Park (side B),3/24/2017,March,,3c,86.6,6,,
Folly Beach County Park (side B),3/24/2017,March,,3c,87.3,5,,
Folly Beach County Park (side B),3/24/2017,March,,3c,34.8,0,,
Folly Beach County Park (side B),3/24/2017,March,,3c,86.4,5,,
Folly Beach County Park (side B),3/24/2017,March,,3c,95.7,8,,
Folly Beach County Park (side B),3/24/2017,March,,3c,98.8,11,31.5,Difficult
Folly Beach County Park (side B),3/24/2017,March,,3d,99.6,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,92.5,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,62.8,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,101,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,89.4,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,97,,,
Folly Beach County Park (side B),3/24/2017,March,,3d,87.3,4,,
Folly Beach County Park (side B),3/24/2017,March,,3d,48.7,1,,
Folly Beach County Park (side B),3/24/2017,March,,3d,60.9,2,,
Folly Beach County Park (side B),3/24/2017,March,,3d,84.5,4,,
Folly Beach County Park (side B),3/24/2017,March,,3d,108.8,9,19,
Folly Beach County Park (side B),3/24/2017,March,,3d,103.9,12,20,
Folly Beach County Park (side B),3/24/2017,March,,3d,104.2,12,32.5,
Folly Beach County Park (side B),3/24/2017,March,,3d,103.4,10,25.5,
Folly Beach County Park (side B),3/24/2017,March,,3d,92.1,8,21.5,
Folly Beach County Park (side B),3/24/2017,March,,3d,21.8,0,,
Folly Beach County Park (side B),3/24/2017,March,,3e,57.7,1,,
Folly Beach County Park (side B),3/24/2017,March,,3e,45.5,2,,
Folly Beach County Park (side B),3/24/2017,March,,3e,66.1,1,,
Folly Beach County Park (side B),3/24/2017,March,,3e,89.8,3,,
Folly Beach County Park (side B),3/24/2017,March,,3e,84.7,6,,
Folly Beach County Park (side B),3/24/2017,March,,3e,98.8,6,,Difficult
Folly Beach County Park (side B),3/24/2017,March,,3e,92.3,12,,
Folly Beach County Park (side B),3/24/2017,March,,3e,95.1,7,,Difficult
Folly Beach County Park (side B),3/24/2017,March,,3e,96.5,,,
Folly Beach County Park (side B),3/24/2017,March,,3e,105.7,11,,
Folly Beach County Park (side B),4/18/2017,April,,4a,67.1,,,
Folly Beach County Park (side B),4/18/2017,April,,4a,86.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4a,27.6,,,
Folly Beach County Park (side B),4/18/2017,April,,4a,39.5,1,,
Folly Beach County Park (side B),4/18/2017,April,,4a,77.2,2,,
Folly Beach County Park (side B),4/18/2017,April,,4a,57.9,3,,
Folly Beach County Park (side B),4/18/2017,April,,4a,85.3,4,,
Folly Beach County Park (side B),4/18/2017,April,,4a,91.9,6,,
Folly Beach County Park (side B),4/18/2017,April,,4a,82.8,5,17.5,
Folly Beach County Park (side B),4/18/2017,April,,4a,90.8,4,22,
Folly Beach County Park (side B),4/18/2017,April,,4a,94.5,11,22,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4a,112.8,13,35,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4b,98.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,102.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,81.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,90.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,106.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,97.1,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,111.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,109.2,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,87.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,106.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,86.2,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,111.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,99,,,
Folly Beach County Park (side B),4/18/2017,April,,4b,110.5,12,29,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4b,67.4,2,,
Folly Beach County Park (side B),4/18/2017,April,,4b,67.7,2,,
Folly Beach County Park (side B),4/18/2017,April,,4b,84.6,3,,
Folly Beach County Park (side B),4/18/2017,April,,4b,96.7,7,17,
Folly Beach County Park (side B),4/18/2017,April,,4b,93,10,15.5,
Folly Beach County Park (side B),4/18/2017,April,,4b,111.9,12,39,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4b,106.9,11,15,
Folly Beach County Park (side B),4/18/2017,April,,4b,102.7,9,,
Folly Beach County Park (side B),4/18/2017,April,,4b,94.6,8,23.5,
Folly Beach County Park (side B),4/18/2017,April,,4c,86.2,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,88.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,98.9,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,92.2,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,102,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,96.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,93.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,103,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,94.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,95.7,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,87,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,82.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,57.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,105.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,105.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,102,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,97.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,90.9,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,9,0,,
Folly Beach County Park (side B),4/18/2017,April,,4c,56.1,1,,
Folly Beach County Park (side B),4/18/2017,April,,4c,95.4,6,,
Folly Beach County Park (side B),4/18/2017,April,,4c,85.4,6,,
Folly Beach County Park (side B),4/18/2017,April,,4c,104.4,11,,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4c,109.6,,,
Folly Beach County Park (side B),4/18/2017,April,,4c,97.8,8,,
Folly Beach County Park (side B),4/18/2017,April,,4c,91.9,5,,
Folly Beach County Park (side B),4/18/2017,April,,4c,98.2,10,26.5,
Folly Beach County Park (side B),4/18/2017,April,,4c,100.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,16.1,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,105.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,110.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,101.7,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,113,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,85.3,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,95.6,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,96.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,94,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,107.2,,,
Folly Beach County Park (side B),4/18/2017,April,,4d,17.8,1,,
Folly Beach County Park (side B),4/18/2017,April,,4d,45.5,2,,
Folly Beach County Park (side B),4/18/2017,April,,4d,66.7,2,,
Folly Beach County Park (side B),4/18/2017,April,,4d,88.8,7,,
Folly Beach County Park (side B),4/18/2017,April,,4d,92.2,4,,
Folly Beach County Park (side B),4/18/2017,April,,4d,96.7,8,,
Folly Beach County Park (side B),4/18/2017,April,,4d,91,8,,
Folly Beach County Park (side B),4/18/2017,April,,4d,91.3,8,,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4d,110,13,,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4d,109.6,,,
Folly Beach County Park (side B),4/18/2017,April,,4e,72.5,,,
Folly Beach County Park (side B),4/18/2017,April,,4e,100.9,,,
Folly Beach County Park (side B),4/18/2017,April,,4e,101.8,,,
Folly Beach County Park (side B),4/18/2017,April,,4e,5.4,,,
Folly Beach County Park (side B),4/18/2017,April,,4e,30.2,1,,
Folly Beach County Park (side B),4/18/2017,April,,4e,43.7,1,,
Folly Beach County Park (side B),4/18/2017,April,,4e,50.1,1,,
Folly Beach County Park (side B),4/18/2017,April,,4e,88,6,,
Folly Beach County Park (side B),4/18/2017,April,,4e,89.5,7,,
Folly Beach County Park (side B),4/18/2017,April,,4e,93.9,8,,
Folly Beach County Park (side B),4/18/2017,April,,4e,96,10,28,Difficult
Folly Beach County Park (side B),4/18/2017,April,,4e,80.1,5,,
Folly Beach County Park (side B),4/18/2017,April,,4e,101.7,12,22,
Folly Beach County Park (side B),4/18/2017,April,,4e,26,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,38.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,44.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,83.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,77.3,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,87.6,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,71.9,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,57,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,107.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,85.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,98.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,90.3,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,106.4,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,68.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,98.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,94,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,98.1,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,97.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,91.1,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,80.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,86.1,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,77.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,80.6,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,65.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,97,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,106.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,88,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,85.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,91.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,101.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,94.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,92.3,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,76,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,87.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5a,34.7,0,,
Folly Beach County Park (side B),5/16/2017,May,,5a,74.5,5,,
Folly Beach County Park (side B),5/16/2017,May,,5a,82.1,4,,
Folly Beach County Park (side B),5/16/2017,May,,5a,80.5,5,,
Folly Beach County Park (side B),5/16/2017,May,,5a,102.5,13,23,
Folly Beach County Park (side B),5/16/2017,May,,5b,91.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5b,22.6,0,,
Folly Beach County Park (side B),5/16/2017,May,,5b,71.3,3,,
Folly Beach County Park (side B),5/16/2017,May,,5b,94.6,4,,
Folly Beach County Park (side B),5/16/2017,May,,5b,102,9,29,
Folly Beach County Park (side B),5/16/2017,May,,5b,92.8,6,22,
Folly Beach County Park (side B),5/16/2017,May,,5c,98.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,104.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,110.9,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,107.3,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,121.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,114.9,,,
Folly Beach County Park (side B),5/16/2017,May,,5c,90.2,3,,
Folly Beach County Park (side B),5/16/2017,May,,5c,101.5,7,,
Folly Beach County Park (side B),5/16/2017,May,,5c,111.1,15,32.5,Difficult
Folly Beach County Park (side B),5/16/2017,May,,5c,100.5,15,42,Difficult
Folly Beach County Park (side B),5/16/2017,May,,5c,125.8,16,34,Very difficult
Folly Beach County Park (side B),5/16/2017,May,,5d,7.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,18.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,36,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,30.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,122.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,106,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,48.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,104.1,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,115.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,106.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,107.6,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,107.1,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,104.4,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,111,,,
Folly Beach County Park (side B),5/16/2017,May,,5d,20.8,1,,
Folly Beach County Park (side B),5/16/2017,May,,5d,34.8,1,,
Folly Beach County Park (side B),5/16/2017,May,,5d,58.9,2,,
Folly Beach County Park (side B),5/16/2017,May,,5d,124.9,14,,
Folly Beach County Park (side B),5/16/2017,May,,5d,118.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,24,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,89,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,95.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,102.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,92.9,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,102.4,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,83.3,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,109.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,94.7,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,110.5,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,72.9,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,86,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,84.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,96.2,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,89,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,104.8,,,
Folly Beach County Park (side B),5/16/2017,May,,5e,7.4,0,,
Folly Beach County Park (side B),5/16/2017,May,,5e,37,1,,
Folly Beach County Park (side B),5/16/2017,May,,5e,71.4,3,,
Folly Beach County Park (side B),5/16/2017,May,,5e,91.1,7,13,
Folly Beach County Park (side B),5/16/2017,May,,5e,108.6,12,41,
Folly Beach County Park (side B),6/20/2017,June,,6a,28.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,31.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,31.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,71.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,99.7,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,73.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,59,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,68.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,70,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,64.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,76.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,69.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,80.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6a,56.1,3,,
Folly Beach County Park (side B),6/20/2017,June,,6a,35,1,,
Folly Beach County Park (side B),6/20/2017,June,,6a,16.2,0,,
Folly Beach County Park (side B),6/20/2017,June,,6a,69.2,3,,
Folly Beach County Park (side B),6/20/2017,June,,6a,80.7,3,,
Folly Beach County Park (side B),6/20/2017,June,,6b,65.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,22.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,28.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,30.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,87.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,89.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,61.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,114.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,101.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,91,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,88.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,107.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,93.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,63.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6b,22.8,0,,
Folly Beach County Park (side B),6/20/2017,June,,6b,25.3,1,,
Folly Beach County Park (side B),6/20/2017,June,,6b,74.9,2,13,
Folly Beach County Park (side B),6/20/2017,June,,6b,80.6,3,,
Folly Beach County Park (side B),6/20/2017,June,,6b,100.8,6,21,
Folly Beach County Park (side B),6/20/2017,June,,6c,23,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,12.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,25.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,18.9,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,8.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,99.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,73.7,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,90,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,111.9,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,62,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,103.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,104.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,76.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,86.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,89.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,107.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,96.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6c,81.5,3,,
Folly Beach County Park (side B),6/20/2017,June,,6c,87.2,3,,
Folly Beach County Park (side B),6/20/2017,June,,6c,92.2,5,,
Folly Beach County Park (side B),6/20/2017,June,,6c,95.4,10,22,
Folly Beach County Park (side B),6/20/2017,June,,6c,97.3,11,33,
Folly Beach County Park (side B),6/20/2017,June,,6d,50.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,43,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,41.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,56.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,39.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,33.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,91.7,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,92.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,110.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,98.9,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,91.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,102.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,98.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,104.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,87.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,82.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,102.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,89.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,97.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,112.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,97.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,85.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,87.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,76.7,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,98.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,103.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,71.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,96,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,92.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,94.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,56.9,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,96.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,82.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,53.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,83.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,91.9,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,70.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,81.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,77.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,66.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,88.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,96.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,100.7,,,
Folly Beach County Park (side B),6/20/2017,June,,6d,98,6,,
Folly Beach County Park (side B),6/20/2017,June,,6d,82.6,6,,
Folly Beach County Park (side B),6/20/2017,June,,6d,90.7,6,,
Folly Beach County Park (side B),6/20/2017,June,,6d,92.1,9,20,
Folly Beach County Park (side B),6/20/2017,June,,6d,101.1,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,4.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,4.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,121.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,104.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,111.6,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,104.2,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,115.5,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,104.8,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,117.4,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,107.3,,,
Folly Beach County Park (side B),6/20/2017,June,,6e,9.7,0,,
Folly Beach County Park (side B),6/20/2017,June,,6e,104.2,8,,
Folly Beach County Park (side B),6/20/2017,June,,6e,93.8,3,,
Folly Beach County Park (side B),6/20/2017,June,,6e,108.5,9,,
Folly Beach County Park (side B),6/20/2017,June,,6e,117.4,11,23,Difficult
Folly Beach County Park (side B),7/19/2017,July,,7c,5.1,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,18.1,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,52.8,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,112,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,80.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,111.1,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,100.6,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,91,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,84.6,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,100.9,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,101.4,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,110.5,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,101.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,92.8,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,56.9,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,88.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,97.6,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,95.5,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,96.2,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,88.7,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,91.9,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,95.1,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,103.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,84.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,82.4,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,72.1,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,99.3,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,91.4,,,
Folly Beach County Park (side B),7/19/2017,July,,7c,96.9,,,
Folly Beach County Park (side B),7/19/2017,July,,7a,19.8,,,
Folly Beach County Park (side B),7/19/2017,July,,7a,45.9,,,
Folly Beach County Park (side B),7/19/2017,July,,7a,18.3,,,
