Date / Time Sonde,Sonde_depth (m),Date/Time NOAA,NOAA Water Level Charleston Harbor (m)
7/19/2016 16:00,0.73,7/19/2016 16:00,0.388
7/19/2016 16:06,0.73,7/19/2016 16:06,0.435
7/19/2016 16:12,0.73,7/19/2016 16:12,0.482
7/19/2016 16:18,0.73,7/19/2016 16:18,0.535
7/19/2016 16:24,0.73,7/19/2016 16:24,0.583
7/19/2016 16:30,0.73,7/19/2016 16:30,0.627
7/19/2016 16:36,0.73,7/19/2016 16:36,0.673
7/19/2016 16:42,0.73,7/19/2016 16:42,0.718
7/19/2016 16:48,0.73,7/19/2016 16:48,0.763
7/19/2016 16:54,0.73,7/19/2016 16:54,0.814
7/19/2016 17:00,0.73,7/19/2016 17:00,0.858
7/19/2016 17:06,0.73,7/19/2016 17:06,0.919
7/19/2016 17:12,0.73,7/19/2016 17:12,0.97
7/19/2016 17:18,0.73,7/19/2016 17:18,1.022
7/19/2016 17:24,0.73,7/19/2016 17:24,1.068
7/19/2016 17:30,0.73,7/19/2016 17:30,1.109
7/19/2016 17:36,0.73,7/19/2016 17:36,1.15
7/19/2016 17:42,0.72,7/19/2016 17:42,1.189
7/19/2016 17:48,0.73,7/19/2016 17:48,1.228
7/19/2016 17:54,0.73,7/19/2016 17:54,1.268
7/19/2016 18:00,0.73,7/19/2016 18:00,1.307
7/19/2016 18:06,0.73,7/19/2016 18:06,1.341
7/19/2016 18:12,0.73,7/19/2016 18:12,1.374
7/19/2016 18:18,0.76,7/19/2016 18:18,1.411
7/19/2016 18:24,0.79,7/19/2016 18:24,1.446
7/19/2016 18:30,0.82,7/19/2016 18:30,1.494
7/19/2016 18:36,0.85,7/19/2016 18:36,1.524
7/19/2016 18:42,0.89,7/19/2016 18:42,1.555
7/19/2016 18:48,0.93,7/19/2016 18:48,1.586
7/19/2016 18:54,0.96,7/19/2016 18:54,1.617
7/19/2016 19:00,1,7/19/2016 19:00,1.654
7/19/2016 19:06,1.04,7/19/2016 19:06,1.676
7/19/2016 19:12,1.07,7/19/2016 19:12,1.695
7/19/2016 19:18,1.11,7/19/2016 19:18,1.709
7/19/2016 19:24,1.13,7/19/2016 19:24,1.727
7/19/2016 19:30,1.16,7/19/2016 19:30,1.75
7/19/2016 19:36,1.2,7/19/2016 19:36,1.771
7/19/2016 19:42,1.22,7/19/2016 19:42,1.788
7/19/2016 19:48,1.24,7/19/2016 19:48,1.807
7/19/2016 19:54,1.27,7/19/2016 19:54,1.813
7/19/2016 20:00,1.29,7/19/2016 20:00,1.83
7/19/2016 20:06,1.32,7/19/2016 20:06,1.841
7/19/2016 20:12,1.35,7/19/2016 20:12,1.851
7/19/2016 20:18,1.37,7/19/2016 20:18,1.861
7/19/2016 20:24,1.39,7/19/2016 20:24,1.867
7/19/2016 20:30,1.41,7/19/2016 20:30,1.871
7/19/2016 20:36,1.42,7/19/2016 20:36,1.866
7/19/2016 20:42,1.43,7/19/2016 20:42,1.866
7/19/2016 20:48,1.44,7/19/2016 20:48,1.869
7/19/2016 20:54,1.45,7/19/2016 20:54,1.869
7/19/2016 21:00,1.45,7/19/2016 21:00,1.865
7/19/2016 21:06,1.45,7/19/2016 21:06,1.859
7/19/2016 21:12,1.45,7/19/2016 21:12,1.845
7/19/2016 21:18,1.45,7/19/2016 21:18,1.831
7/19/2016 21:24,1.43,7/19/2016 21:24,1.821
7/19/2016 21:30,1.41,7/19/2016 21:30,1.803
7/19/2016 21:36,1.39,7/19/2016 21:36,1.783
7/19/2016 21:42,1.37,7/19/2016 21:42,1.765
7/19/2016 21:48,1.35,7/19/2016 21:48,1.746
7/19/2016 21:54,1.32,7/19/2016 21:54,1.726
7/19/2016 22:00,1.3,7/19/2016 22:00,1.705
7/19/2016 22:06,1.28,7/19/2016 22:06,1.654
7/19/2016 22:12,1.25,7/19/2016 22:12,1.639
7/19/2016 22:18,1.23,7/19/2016 22:18,1.601
7/19/2016 22:24,1.2,7/19/2016 22:24,1.562
7/19/2016 22:30,1.17,7/19/2016 22:30,1.515
7/19/2016 22:36,1.15,7/19/2016 22:36,1.471
7/19/2016 22:42,1.12,7/19/2016 22:42,1.434
7/19/2016 22:48,1.09,7/19/2016 22:48,1.389
7/19/2016 22:54,1.05,7/19/2016 22:54,1.348
7/19/2016 23:00,1.02,7/19/2016 23:00,1.312
7/19/2016 23:06,0.99,7/19/2016 23:06,1.281
7/19/2016 23:12,0.96,7/19/2016 23:12,1.243
7/19/2016 23:18,0.93,7/19/2016 23:18,1.203
7/19/2016 23:24,0.9,7/19/2016 23:24,1.157
7/19/2016 23:30,0.88,7/19/2016 23:30,1.115
7/19/2016 23:36,0.85,7/19/2016 23:36,1.064
7/19/2016 23:42,0.83,7/19/2016 23:42,1.009
7/19/2016 23:48,0.8,7/19/2016 23:48,0.959
7/19/2016 23:54,0.78,7/19/2016 23:54,0.908
7/20/2016,0.76,7/20/2016 0:00,0.857
7/20/2016 0:06,0.75,7/20/2016 0:06,0.803
7/20/2016 0:12,0.75,7/20/2016 0:12,0.757
7/20/2016 0:18,0.75,7/20/2016 0:18,0.717
7/20/2016 0:24,0.74,7/20/2016 0:24,0.675
7/20/2016 0:30,0.75,7/20/2016 0:30,0.632
7/20/2016 0:36,0.74,7/20/2016 0:36,0.593
7/20/2016 0:42,0.74,7/20/2016 0:42,0.554
7/20/2016 0:48,0.74,7/20/2016 0:48,0.515
7/20/2016 0:54,0.74,7/20/2016 0:54,0.477
7/20/2016 1:00,0.74,7/20/2016 1:00,0.445
7/20/2016 1:06,0.74,7/20/2016 1:06,0.41
7/20/2016 1:12,0.74,7/20/2016 1:12,0.364
7/20/2016 1:18,0.74,7/20/2016 1:18,0.331
7/20/2016 1:24,0.74,7/20/2016 1:24,0.291
7/20/2016 1:30,0.73,7/20/2016 1:30,0.253
7/20/2016 1:36,0.73,7/20/2016 1:36,0.204
7/20/2016 1:42,0.73,7/20/2016 1:42,0.173
7/20/2016 1:48,0.73,7/20/2016 1:48,0.139
7/20/2016 1:54,0.73,7/20/2016 1:54,0.112
7/20/2016 2:00,0.73,7/20/2016 2:00,0.095
7/20/2016 2:06,0.73,7/20/2016 2:06,0.076
7/20/2016 2:12,0.73,7/20/2016 2:12,0.062
7/20/2016 2:18,0.73,7/20/2016 2:18,0.04
7/20/2016 2:24,0.73,7/20/2016 2:24,0.018
7/20/2016 2:30,0.73,7/20/2016 2:30,0.001
7/20/2016 2:36,0.73,7/20/2016 2:36,-0.016
7/20/2016 2:42,0.73,7/20/2016 2:42,-0.026
7/20/2016 2:48,0.73,7/20/2016 2:48,-0.041
7/20/2016 2:54,0.73,7/20/2016 2:54,-0.05
7/20/2016 3:00,0.74,7/20/2016 3:00,-0.061
7/20/2016 3:06,0.73,7/20/2016 3:06,-0.067
7/20/2016 3:12,0.73,7/20/2016 3:12,-0.073
7/20/2016 3:18,0.73,7/20/2016 3:18,-0.077
7/20/2016 3:24,0.73,7/20/2016 3:24,-0.071
7/20/2016 3:30,0.73,7/20/2016 3:30,-0.057
7/20/2016 3:36,0.73,7/20/2016 3:36,-0.033
7/20/2016 3:42,0.73,7/20/2016 3:42,-0.003
7/20/2016 3:48,0.73,7/20/2016 3:48,0.023
7/20/2016 3:54,0.73,7/20/2016 3:54,0.052
7/20/2016 4:00,0.73,7/20/2016 4:00,0.104
7/20/2016 4:06,0.73,7/20/2016 4:06,0.126
7/20/2016 4:12,0.73,7/20/2016 4:12,0.155
7/20/2016 4:18,0.73,7/20/2016 4:18,0.231
7/20/2016 4:24,0.73,7/20/2016 4:24,0.284
7/20/2016 4:30,0.73,7/20/2016 4:30,0.34
7/20/2016 4:36,0.73,7/20/2016 4:36,0.373
7/20/2016 4:42,0.73,7/20/2016 4:42,0.418
7/20/2016 4:48,0.73,7/20/2016 4:48,0.457
7/20/2016 4:54,0.73,7/20/2016 4:54,0.485
7/20/2016 5:00,0.73,7/20/2016 5:00,0.533
7/20/2016 5:06,0.73,7/20/2016 5:06,0.58
7/20/2016 5:12,0.73,7/20/2016 5:12,0.636
7/20/2016 5:18,0.73,7/20/2016 5:18,0.664
7/20/2016 5:24,0.73,7/20/2016 5:24,0.715
7/20/2016 5:30,0.73,7/20/2016 5:30,0.77
7/20/2016 5:36,0.73,7/20/2016 5:36,0.804
7/20/2016 5:42,0.73,7/20/2016 5:42,0.857
7/20/2016 5:48,0.73,7/20/2016 5:48,0.898
7/20/2016 5:54,0.73,7/20/2016 5:54,0.94
7/20/2016 6:00,0.73,7/20/2016 6:00,0.979
7/20/2016 6:06,0.73,7/20/2016 6:06,1.012
7/20/2016 6:12,0.73,7/20/2016 6:12,1.046
7/20/2016 6:18,0.73,7/20/2016 6:18,1.086
7/20/2016 6:24,0.74,7/20/2016 6:24,1.123
7/20/2016 6:30,0.73,7/20/2016 6:30,1.16
7/20/2016 6:36,0.74,7/20/2016 6:36,1.197
7/20/2016 6:42,0.74,7/20/2016 6:42,1.229
7/20/2016 6:48,0.73,7/20/2016 6:48,1.266
7/20/2016 6:54,0.73,7/20/2016 6:54,1.291
7/20/2016 7:00,0.73,7/20/2016 7:00,1.322
7/20/2016 7:06,0.75,7/20/2016 7:06,1.352
7/20/2016 7:12,0.78,7/20/2016 7:12,1.38
7/20/2016 7:18,0.8,7/20/2016 7:18,1.399
7/20/2016 7:24,0.82,7/20/2016 7:24,1.414
7/20/2016 7:30,0.85,7/20/2016 7:30,1.431
7/20/2016 7:36,0.87,7/20/2016 7:36,1.45
7/20/2016 7:42,0.9,7/20/2016 7:42,1.464
7/20/2016 7:48,0.92,7/20/2016 7:48,1.48
7/20/2016 7:54,0.95,7/20/2016 7:54,1.5
7/20/2016 8:00,0.97,7/20/2016 8:00,1.507
7/20/2016 8:06,1,7/20/2016 8:06,1.514
7/20/2016 8:12,1.02,7/20/2016 8:12,1.522
7/20/2016 8:18,1.04,7/20/2016 8:18,1.532
7/20/2016 8:24,1.06,7/20/2016 8:24,1.548
7/20/2016 8:30,1.07,7/20/2016 8:30,1.559
7/20/2016 8:36,1.09,7/20/2016 8:36,1.565
7/20/2016 8:42,1.1,7/20/2016 8:42,1.571
7/20/2016 8:48,1.12,7/20/2016 8:48,1.573
7/20/2016 8:54,1.13,7/20/2016 8:54,1.577
7/20/2016 9:00,1.13,7/20/2016 9:00,1.583
7/20/2016 9:06,1.14,7/20/2016 9:06,1.581
7/20/2016 9:12,1.14,7/20/2016 9:12,1.582
7/20/2016 9:18,1.14,7/20/2016 9:18,1.579
7/20/2016 9:24,1.14,7/20/2016 9:24,1.575
7/20/2016 9:30,1.14,7/20/2016 9:30,1.567
7/20/2016 9:36,1.13,7/20/2016 9:36,1.558
7/20/2016 9:42,1.12,7/20/2016 9:42,1.536
7/20/2016 9:48,1.11,7/20/2016 9:48,1.527
7/20/2016 9:54,1.1,7/20/2016 9:54,1.503
7/20/2016 10:00,1.09,7/20/2016 10:00,1.483
7/20/2016 10:06,1.07,7/20/2016 10:06,1.454
7/20/2016 10:12,1.05,7/20/2016 10:12,1.423
7/20/2016 10:18,1.02,7/20/2016 10:18,1.394
7/20/2016 10:24,1,7/20/2016 10:24,1.369
7/20/2016 10:30,0.98,7/20/2016 10:30,1.339
7/20/2016 10:36,0.95,7/20/2016 10:36,1.308
7/20/2016 10:42,0.93,7/20/2016 10:42,1.279
7/20/2016 10:48,0.91,7/20/2016 10:48,1.245
7/20/2016 10:54,0.89,7/20/2016 10:54,1.209
7/20/2016 11:00,0.87,7/20/2016 11:00,1.181
7/20/2016 11:06,0.85,7/20/2016 11:06,1.146
7/20/2016 11:12,0.83,7/20/2016 11:12,1.108
7/20/2016 11:18,0.81,7/20/2016 11:18,1.067
7/20/2016 11:24,0.79,7/20/2016 11:24,1.027
7/20/2016 11:30,0.77,7/20/2016 11:30,0.99
7/20/2016 11:36,0.76,7/20/2016 11:36,0.945
7/20/2016 11:42,0.76,7/20/2016 11:42,0.902
7/20/2016 11:48,0.75,7/20/2016 11:48,0.858
7/20/2016 11:54,0.75,7/20/2016 11:54,0.811
7/20/2016 12:00,0.75,7/20/2016 12:00,0.763
7/20/2016 12:06,0.75,7/20/2016 12:06,0.713
7/20/2016 12:12,0.75,7/20/2016 12:12,0.664
7/20/2016 12:18,0.75,7/20/2016 12:18,0.614
7/20/2016 12:24,0.75,7/20/2016 12:24,0.566
7/20/2016 12:30,0.75,7/20/2016 12:30,0.521
7/20/2016 12:36,0.75,7/20/2016 12:36,0.478
7/20/2016 12:42,0.75,7/20/2016 12:42,0.441
7/20/2016 12:48,0.75,7/20/2016 12:48,0.401
7/20/2016 12:54,0.75,7/20/2016 12:54,0.359
7/20/2016 13:00,0.75,7/20/2016 13:00,0.314
7/20/2016 13:06,0.74,7/20/2016 13:06,0.28
7/20/2016 13:12,0.75,7/20/2016 13:12,0.251
7/20/2016 13:18,0.75,7/20/2016 13:18,0.22
7/20/2016 13:24,0.74,7/20/2016 13:24,0.193
7/20/2016 13:30,0.74,7/20/2016 13:30,0.164
7/20/2016 13:36,0.74,7/20/2016 13:36,0.133
7/20/2016 13:42,0.74,7/20/2016 13:42,0.102
7/20/2016 13:48,0.74,7/20/2016 13:48,0.074
7/20/2016 13:54,0.75,7/20/2016 13:54,0.051
7/20/2016 14:00,0.74,7/20/2016 14:00,0.029
7/20/2016 14:06,0.74,7/20/2016 14:06,0.009
7/20/2016 14:12,0.74,7/20/2016 14:12,-0.001
7/20/2016 14:18,0.74,7/20/2016 14:18,-0.007
7/20/2016 14:24,0.74,7/20/2016 14:24,-0.012
7/20/2016 14:30,0.74,7/20/2016 14:30,-0.013
7/20/2016 14:36,0.74,7/20/2016 14:36,-0.012
7/20/2016 14:42,0.74,7/20/2016 14:42,-0.014
7/20/2016 14:48,0.74,7/20/2016 14:48,-0.015
7/20/2016 14:54,0.74,7/20/2016 14:54,-0.015
7/20/2016 15:00,0.74,7/20/2016 15:00,-0.012
7/20/2016 15:06,0.74,7/20/2016 15:06,-0.006
7/20/2016 15:12,0.73,7/20/2016 15:12,0.003
7/20/2016 15:18,0.74,7/20/2016 15:18,0.011
7/20/2016 15:24,0.74,7/20/2016 15:24,0.021
7/20/2016 15:30,0.73,7/20/2016 15:30,0.042
7/20/2016 15:36,0.73,7/20/2016 15:36,0.064
7/20/2016 15:42,0.73,7/20/2016 15:42,0.088
7/20/2016 15:48,0.73,7/20/2016 15:48,0.111
7/20/2016 15:54,0.73,7/20/2016 15:54,0.142
7/20/2016 16:00,0.73,7/20/2016 16:00,0.174
7/20/2016 16:06,0.73,7/20/2016 16:06,0.201
7/20/2016 16:12,0.73,7/20/2016 16:12,0.236
7/20/2016 16:18,0.73,7/20/2016 16:18,0.279
7/20/2016 16:24,0.73,7/20/2016 16:24,0.327
7/20/2016 16:30,0.73,7/20/2016 16:30,0.376
7/20/2016 16:36,0.73,7/20/2016 16:36,0.42
7/20/2016 16:42,0.73,7/20/2016 16:42,0.471
7/20/2016 16:48,0.73,7/20/2016 16:48,0.516
7/20/2016 16:54,0.73,7/20/2016 16:54,0.57
7/20/2016 17:00,0.73,7/20/2016 17:00,0.615
7/20/2016 17:06,0.73,7/20/2016 17:06,0.666
7/20/2016 17:12,0.73,7/20/2016 17:12,0.712
7/20/2016 17:18,0.73,7/20/2016 17:18,0.758
7/20/2016 17:24,0.73,7/20/2016 17:24,0.804
7/20/2016 17:30,0.73,7/20/2016 17:30,0.846
7/20/2016 17:36,0.73,7/20/2016 17:36,0.893
7/20/2016 17:42,0.73,7/20/2016 17:42,0.943
7/20/2016 17:48,0.73,7/20/2016 17:48,0.993
7/20/2016 17:54,0.72,7/20/2016 17:54,1.043
7/20/2016 18:00,0.72,7/20/2016 18:00,1.092
7/20/2016 18:06,0.72,7/20/2016 18:06,1.137
7/20/2016 18:12,0.72,7/20/2016 18:12,1.182
7/20/2016 18:18,0.72,7/20/2016 18:18,1.222
7/20/2016 18:24,0.72,7/20/2016 18:24,1.267
7/20/2016 18:30,0.72,7/20/2016 18:30,1.31
7/20/2016 18:36,0.72,7/20/2016 18:36,1.351
7/20/2016 18:42,0.72,7/20/2016 18:42,1.393
7/20/2016 18:48,0.75,7/20/2016 18:48,1.43
7/20/2016 18:54,0.78,7/20/2016 18:54,1.468
7/20/2016 19:00,0.81,7/20/2016 19:00,1.499
7/20/2016 19:06,0.84,7/20/2016 19:06,1.531
7/20/2016 19:12,0.88,7/20/2016 19:12,1.563
7/20/2016 19:18,0.91,7/20/2016 19:18,1.595
7/20/2016 19:24,0.95,7/20/2016 19:24,1.625
7/20/2016 19:30,0.99,7/20/2016 19:30,1.651
7/20/2016 19:36,1.03,7/20/2016 19:36,1.683
7/20/2016 19:42,1.07,7/20/2016 19:42,1.709
7/20/2016 19:48,1.1,7/20/2016 19:48,1.736
7/20/2016 19:54,1.14,7/20/2016 19:54,1.769
7/20/2016 20:00,1.17,7/20/2016 20:00,1.798
7/20/2016 20:06,1.2,7/20/2016 20:06,1.797
7/20/2016 20:12,1.23,7/20/2016 20:12,1.843
7/20/2016 20:18,1.25,7/20/2016 20:18,1.851
7/20/2016 20:24,1.29,7/20/2016 20:24,1.868
7/20/2016 20:30,1.31,7/20/2016 20:30,1.866
7/20/2016 20:36,1.34,7/20/2016 20:36,1.883
7/20/2016 20:42,1.37,7/20/2016 20:42,1.913
7/20/2016 20:48,1.39,7/20/2016 20:48,1.912
7/20/2016 20:54,1.42,7/20/2016 20:54,1.908
7/20/2016 21:00,1.44,7/20/2016 21:00,1.917
7/20/2016 21:06,1.46,7/20/2016 21:06,1.91
7/20/2016 21:12,1.47,7/20/2016 21:12,1.914
7/20/2016 21:18,1.48,7/20/2016 21:18,1.913
7/20/2016 21:24,1.49,7/20/2016 21:24,1.914
7/20/2016 21:30,1.49,7/20/2016 21:30,1.93
7/20/2016 21:36,1.49,7/20/2016 21:36,1.931
7/20/2016 21:42,1.49,7/20/2016 21:42,1.907
7/20/2016 21:48,1.49,7/20/2016 21:48,1.92
7/20/2016 21:54,1.48,7/20/2016 21:54,1.902
7/20/2016 22:00,1.48,7/20/2016 22:00,1.897
7/20/2016 22:06,1.47,7/20/2016 22:06,1.883
7/20/2016 22:12,1.45,7/20/2016 22:12,1.87
7/20/2016 22:18,1.44,7/20/2016 22:18,1.856
7/20/2016 22:24,1.42,7/20/2016 22:24,1.843
7/20/2016 22:30,1.39,7/20/2016 22:30,1.829
7/20/2016 22:36,1.37,7/20/2016 22:36,1.803
7/20/2016 22:42,1.35,7/20/2016 22:42,1.771
7/20/2016 22:48,1.33,7/20/2016 22:48,1.735
7/20/2016 22:54,1.31,7/20/2016 22:54,1.699
7/20/2016 23:00,1.28,7/20/2016 23:00,1.661
7/20/2016 23:06,1.25,7/20/2016 23:06,1.622
7/20/2016 23:12,1.22,7/20/2016 23:12,1.58
7/20/2016 23:18,1.19,7/20/2016 23:18,1.545
7/20/2016 23:24,1.16,7/20/2016 23:24,1.506
7/20/2016 23:30,1.13,7/20/2016 23:30,1.467
7/20/2016 23:36,1.1,7/20/2016 23:36,1.429
7/20/2016 23:42,1.07,7/20/2016 23:42,1.394
7/20/2016 23:48,1.04,7/20/2016 23:48,1.352
7/20/2016 23:54,1,7/20/2016 23:54,1.309
7/21/2016,0.97,7/21/2016 0:00,1.268
7/21/2016 0:06,0.94,7/21/2016 0:06,1.229
7/21/2016 0:12,0.92,7/21/2016 0:12,1.192
7/21/2016 0:18,0.89,7/21/2016 0:18,1.15
7/21/2016 0:24,0.87,7/21/2016 0:24,1.105
7/21/2016 0:30,0.84,7/21/2016 0:30,1.057
7/21/2016 0:36,0.81,7/21/2016 0:36,1.007
7/21/2016 0:42,0.79,7/21/2016 0:42,0.955
7/21/2016 0:48,0.77,7/21/2016 0:48,0.904
7/21/2016 0:54,0.75,7/21/2016 0:54,0.857
7/21/2016 1:00,0.74,7/21/2016 1:00,0.81
7/21/2016 1:06,0.74,7/21/2016 1:06,0.764
7/21/2016 1:12,0.74,7/21/2016 1:12,0.715
7/21/2016 1:18,0.74,7/21/2016 1:18,0.666
7/21/2016 1:24,0.74,7/21/2016 1:24,0.62
7/21/2016 1:30,0.73,7/21/2016 1:30,0.578
7/21/2016 1:36,0.73,7/21/2016 1:36,0.537
7/21/2016 1:42,0.73,7/21/2016 1:42,0.494
7/21/2016 1:48,0.73,7/21/2016 1:48,0.45
7/21/2016 1:54,0.73,7/21/2016 1:54,0.408
,,7/21/2016 2:00,0.365
,,7/21/2016 2:06,0.323
,,7/21/2016 2:12,0.287
,,7/21/2016 2:18,0.252
,,7/21/2016 2:24,0.219
,,7/21/2016 2:30,0.19
,,7/21/2016 2:36,0.164
,,7/21/2016 2:42,0.14
,,7/21/2016 2:48,0.117
,,7/21/2016 2:54,0.097
,,7/21/2016 3:00,0.081
,,7/21/2016 3:06,0.062
,,7/21/2016 3:12,0.047
,,7/21/2016 3:18,0.029
,,7/21/2016 3:24,0.019
,,7/21/2016 3:30,0.013
,,7/21/2016 3:36,0.013
,,7/21/2016 3:42,0.015
,,7/21/2016 3:48,0.021
,,7/21/2016 3:54,0.027
,,7/21/2016 4:00,0.03
,,7/21/2016 4:06,0.041
,,7/21/2016 4:12,0.057
,,7/21/2016 4:18,0.08
,,7/21/2016 4:24,0.104
,,7/21/2016 4:30,0.127
,,7/21/2016 4:36,0.151
,,7/21/2016 4:42,0.179
,,7/21/2016 4:48,0.21
,,7/21/2016 4:54,0.245
,,7/21/2016 5:00,0.277
,,7/21/2016 5:06,0.312
,,7/21/2016 5:12,0.352
,,7/21/2016 5:18,0.394
,,7/21/2016 5:24,0.433
,,7/21/2016 5:30,0.475
,,7/21/2016 5:36,0.515
,,7/21/2016 5:42,0.56
,,7/21/2016 5:48,0.605
,,7/21/2016 5:54,0.651
,,7/21/2016 6:00,0.704
,,7/21/2016 6:06,0.753
,,7/21/2016 6:12,0.804
,,7/21/2016 6:18,0.852
,,7/21/2016 6:24,0.902
,,7/21/2016 6:30,0.952
,,7/21/2016 6:36,0.999
,,7/21/2016 6:42,1.041
,,7/21/2016 6:48,1.081
,,7/21/2016 6:54,1.122
,,7/21/2016 7:00,1.164
,,7/21/2016 7:06,1.205
,,7/21/2016 7:12,1.24
,,7/21/2016 7:18,1.275
,,7/21/2016 7:24,1.305
,,7/21/2016 7:30,1.334
,,7/21/2016 7:36,1.364
,,7/21/2016 7:42,1.391
,,7/21/2016 7:48,1.424
,,7/21/2016 7:54,1.448
,,7/21/2016 8:00,1.468
,,7/21/2016 8:06,1.493
,,7/21/2016 8:12,1.513
,,7/21/2016 8:18,1.531
,,7/21/2016 8:24,1.55
,,7/21/2016 8:30,1.568
,,7/21/2016 8:36,1.59
,,7/21/2016 8:42,1.607
,,7/21/2016 8:48,1.625
,,7/21/2016 8:54,1.636
,,7/21/2016 9:00,1.642
,,7/21/2016 9:06,1.646
,,7/21/2016 9:12,1.648
,,7/21/2016 9:18,1.653
,,7/21/2016 9:24,1.657
,,7/21/2016 9:30,1.659
,,7/21/2016 9:36,1.662
,,7/21/2016 9:42,1.667
,,7/21/2016 9:48,1.668
,,7/21/2016 9:54,1.664
,,7/21/2016 10:00,1.655
,,7/21/2016 10:06,1.647
,,7/21/2016 10:12,1.643
,,7/21/2016 10:18,1.634
,,7/21/2016 10:24,1.623
,,7/21/2016 10:30,1.605
,,7/21/2016 10:36,1.589
,,7/21/2016 10:42,1.571
,,7/21/2016 10:48,1.553
,,7/21/2016 10:54,1.529
,,7/21/2016 11:00,1.503
,,7/21/2016 11:06,1.473
,,7/21/2016 11:12,1.443
,,7/21/2016 11:18,1.412
,,7/21/2016 11:24,1.376
,,7/21/2016 11:30,1.339
,,7/21/2016 11:36,1.303
,,7/21/2016 11:42,1.267
,,7/21/2016 11:48,1.23
,,7/21/2016 11:54,1.196
,,7/21/2016 12:00,1.156
,,7/21/2016 12:06,1.118
,,7/21/2016 12:12,1.079
,,7/21/2016 12:18,1.037
,,7/21/2016 12:24,0.993
,,7/21/2016 12:30,0.948
,,7/21/2016 12:36,0.903
,,7/21/2016 12:42,0.858
,,7/21/2016 12:48,0.817
,,7/21/2016 12:54,0.774
,,7/21/2016 13:00,0.726
,,7/21/2016 13:06,0.682
,,7/21/2016 13:12,0.64
,,7/21/2016 13:18,0.593
,,7/21/2016 13:24,0.55
,,7/21/2016 13:30,0.51
,,7/21/2016 13:36,0.47
,,7/21/2016 13:42,0.427
,,7/21/2016 13:48,0.39
,,7/21/2016 13:54,0.359
,,7/21/2016 14:00,0.329
,,7/21/2016 14:06,0.286
,,7/21/2016 14:12,0.254
,,7/21/2016 14:18,0.224
,,7/21/2016 14:24,0.196
,,7/21/2016 14:30,0.168
,,7/21/2016 14:36,0.143
,,7/21/2016 14:42,0.122
,,7/21/2016 14:48,0.102
,,7/21/2016 14:54,0.095
,,7/21/2016 15:00,0.078
,,7/21/2016 15:06,0.06
,,7/21/2016 15:12,0.042
,,7/21/2016 15:18,0.032
,,7/21/2016 15:24,0.023
,,7/21/2016 15:30,0.009
,,7/21/2016 15:36,-0.004
,,7/21/2016 15:42,-0.009
,,7/21/2016 15:48,0
,,7/21/2016 15:54,0.006
,,7/21/2016 16:00,0.015
,,7/21/2016 16:06,0.029
,,7/21/2016 16:12,0.044
,,7/21/2016 16:18,0.055
,,7/21/2016 16:24,0.072
,,7/21/2016 16:30,0.089
,,7/21/2016 16:36,0.11
,,7/21/2016 16:42,0.132
,,7/21/2016 16:48,0.156
,,7/21/2016 16:54,0.183
,,7/21/2016 17:00,0.216
,,7/21/2016 17:06,0.253
,,7/21/2016 17:12,0.288
,,7/21/2016 17:18,0.328
,,7/21/2016 17:24,0.369
,,7/21/2016 17:30,0.409
,,7/21/2016 17:36,0.448
,,7/21/2016 17:42,0.491
,,7/21/2016 17:48,0.543
,,7/21/2016 17:54,0.593
,,7/21/2016 18:00,0.647
,,7/21/2016 18:06,0.698
,,7/21/2016 18:12,0.75
,,7/21/2016 18:18,0.807
,,7/21/2016 18:24,0.865
,,7/21/2016 18:30,0.921
,,7/21/2016 18:36,0.974
,,7/21/2016 18:42,1.024
,,7/21/2016 18:48,1.074
,,7/21/2016 18:54,1.118
,,7/21/2016 19:00,1.168
,,7/21/2016 19:06,1.229
,,7/21/2016 19:12,1.278
,,7/21/2016 19:18,1.321
,,7/21/2016 19:24,1.371
,,7/21/2016 19:30,1.389
,,7/21/2016 19:36,1.444
,,7/21/2016 19:42,1.472
,,7/21/2016 19:48,1.521
,,7/21/2016 19:54,1.559
,,7/21/2016 20:00,1.597
,,7/21/2016 20:06,1.63
,,7/21/2016 20:12,1.66
,,7/21/2016 20:18,1.685
,,7/21/2016 20:24,1.709
,,7/21/2016 20:30,1.733
,,7/21/2016 20:36,1.756
,,7/21/2016 20:42,1.778
,,7/21/2016 20:48,1.8
,,7/21/2016 20:54,1.818
,,7/21/2016 21:00,1.831
,,7/21/2016 21:06,1.841
,,7/21/2016 21:12,1.853
,,7/21/2016 21:18,1.876
,,7/21/2016 21:24,1.894
,,7/21/2016 21:30,1.914
,,7/21/2016 21:36,1.923
,,7/21/2016 21:42,1.93
,,7/21/2016 21:48,1.935
,,7/21/2016 21:54,1.94
,,7/21/2016 22:00,1.944
,,7/21/2016 22:06,1.95
,,7/21/2016 22:12,1.951
,,7/21/2016 22:18,1.947
,,7/21/2016 22:24,1.943
,,7/21/2016 22:30,1.944
,,7/21/2016 22:36,1.94
,,7/21/2016 22:42,1.929
,,7/21/2016 22:48,1.913
,,7/21/2016 22:54,1.897
,,7/21/2016 23:00,1.88
,,7/21/2016 23:06,1.859
,,7/21/2016 23:12,1.837
,,7/21/2016 23:18,1.81
,,7/21/2016 23:24,1.781
,,7/21/2016 23:30,1.745
,,7/21/2016 23:36,1.717
,,7/21/2016 23:42,1.688
,,7/21/2016 23:48,1.653
,,7/21/2016 23:54,1.618
